years_ago;desc
5;"first national legislation for a mid-century target of net-zero emissions (Sweden, 2017) ? Suriname and Bhutan CO?-negative by 2019; net-zero pledges by governments and companies cover 90% of the global economy by 2021, with big emitters yet to peak"
5;accumulation since 1957 of 23,000 space objects bigger than an apple, travelling at up to 28,000 km/hr in Earth orbit ? debris risk to satellites and space stations, a problem for government space agencies of their own making
5;"accumulation of plastic waste since 1950 exceeds 5 billion tonnes in landfills and the natural environment by 2017, more than 10× global human biomass ? pervasive microplastics across the globe; paucity of options for mitigating harm"
4;sixfold increase in annual ice loss from Antarctica and Greenland over 25 years to 2018 ? sea-levels to rise 40-80 cm by 2100 under scenarios of low-high greenhouse-gas emissions, displacing 190-630 million people
4;slowing Atlantic circulation over the last 60 years, consistent with rising CO?, enhancing global surface warming
4;humans and our livestock achieve respectively 9× and 14× the biomass of all wild mammals by 2018? imperative of shifting towards plant-based diets, co-benefitting forests, climate change and health
4;"hottest ground surface temperature on Earth: 80.8°C (Lut Desert, Iran, 2018; Sonoran Desert, Mexico, 2019), too hostile for plant life"
4;"human activities have modified three-quarters of ice-free land and almost nine-tenths of the ocean by 2018; Earth’s remaining wildernesses become increasingly vital buffers against climate change"
4;first commercial taxi service of fully self-driving cars (Google-Waymo, USA, 5/12/2018) ? reducing traffic accidents, raising social dilemmas
4;"half the global population using the Internet by 2018 ? escape from state-controlled media; expansion of denial, fake news, falsehoods, lies and misinformation"
3;first image of a black hole (Event Horizon Telescope, 10/4/2019), 55 million light-years from Earth, 6.5 billion times the mass of the Sun, with spiralling magnetic fields, expelling jets of matter
3;first global assessment of biodiversity finds 1 million of Earth’s 8 million species threatened by accelerating extinction rates (IPBES, 2019): Earth’s sixth mass extinction imperils humanity’s life support systems, calling for transformative change in human activities
3;"Britain generates more electricity from zero-carbon sources than from fossil fuels for the first time since the Industrial Revolution (UK National Grid, 6/2019); fossil fuels still provide 84% of global primary energy"
3;energy use per person during 2019 exceeds the resting metabolism by 30× globally, and by 114× for citizens of the USA (cf. 15× for an elite athlete running a marathon)
3;acidification of almost all open-ocean surface by absorption of anthropogenic CO?, losing 0.02 pH units per decade since 1990, with current harm and projected threats to shell-forming species
3;first global climate strike (20/9/2019), led by school children and joined by millions of people with justified concerns ? world scientists warn of a climate emergency
3;first demonstration of quantum supremacy over conventional computers (Google AI Quantum, USA, 2019) ? double-exponential growth rate in computing power
3;"first case of COVID-19 (Wuhan wildlife market, China, 1/12/2019), caused by coronavirus SARS-CoV-2 ? pandemic triggering unprecedented lockdown of nations and societies worldwide, shrinking the global economy, deepening inequalities; largest vaccination programme in history begins 8/12/2020 after 5.7 million excess deaths"
3;"inauguration of US Space Force (20/12/2019), formalising competition for military dominance in space; UK follows in 2021 ? surveillance extending to stewardship and warfare capabilities"
3;"rising frequency of weather-related disasters multiplies global economic losses 7.8× from the 1970s to the 2010s, disproportionately impoverishing the poor; early-warning systems reduce deaths by two-thirds"
2;One Trillion Trees Initiative (World Economic Forum, 2020), planting trees in support of the UN Decade on Ecosystem Restoration 2020-2030 ? nature-based climate solutions
2;launch of first commercial space taxi (SpaceX, 30/5/2020), taking NASA astronauts to the International Space Station
2;"highest recorded air temperature on Earth: 54.4°C in Death Valley (California, USA, 16/8/2020); emergence of intolerable heat, particularly for urban populations, exacerbated by air conditioning, mitigated by greenery"
2;leaders of 93 countries and the EU pledge to reverse biodiversity loss by 2030 (Leaders Pledge for Nature, 2020): commitment to nature positive government, business and civil society
2;"protein structures accurately predicted by an artificial intelligence network: AlphaFold (DeepMind, USA, 2020) ? accelerated understanding of protein functions; rapid advances in drug design"
2;human-made materials surpass Earth’s total living biomass, predominantly as concrete infrastructure, doubling in mass every 20 years since 1900 ? our material contribution to the Anthropocene Epoch
2;global land and ocean surface temperature for 2020 exceeds 1°C above the 1951-1980 mean for the first time, 1.2°C above the pre-industrial 1850-1900 baseline, with 2011-2020 the 4?? decade in succession to claim warmest average temperature
2;"ambient temperature in the Arctic exceeds the 1981-2010 average by 2.1°C in 2020, warming 4× faster than the rest of the world; permafrost thawing self-amplifies to the point of no return; Arctic zombie fires release 4× the CO? emissions of global volcanic activity"
1;first powered, controlled flight on another planet: Ingenuity Helicopter drone on Mars (NASA, 19/4/2021), hovering 3 m above the Jezero Crater
1;spacecraft Parker Solar Probe touches the Sun’s corona (NASA, 28/4/2021): sampling its outer atmosphere
1;worldwide acceleration of glacier melt, now at twice the speed of 20 years ago ? explaining one-fifth of the rate and acceleration in sea-level rise during the 21?? century
1;tropical forests in south-eastern Amazonia switch from CO? sink to source by 2021, linked to intensifying dry seasons, deforestation and rising frequency of fires
1;Earth’s hottest month on record (NOAA, July 2021): rising frequency of climate anomalies ? need for actions to trigger positive tipping towards global sustainability through self-reinforcing shifts in behaviour
1;"human activities have unequivocally warmed atmosphere, ocean and land, intensifying heatwaves, droughts and floods; global warming will exceed 2°C without immediate, rapid and large-scale reductions in greenhouse-gas emissions (IPCC, 2021): a reality check for policy makers"
1;"pledge to end deforestation by 2030, signed by 141 countries, covering 90% of Earth’s forests (UN COP 26 Climate Conference, 2/11/2021) ? uneven progress; need for enforcement mechanisms"
1;"commitment by 103 countries to curb emissions of methane (Global Methane Pledge, 2/11/2021): a potent greenhouse gas approaching triple preindustrial levels; emissions catalysed by global warming?"
1;global agreement to nearly halve CO? emissions by 2030 relative to 2010, and to achieve net-zero emissions by mid-century (UN COP 26 Glasgow Climate Pact, 13/11/2021) ? need for policies to match the science
1;"the world ocean reaches its hottest ever recorded in 2021, for the third year and seventh decade in a row, contributing to coral bleaching and sea-level rise; fuelling marine heatwaves, cyclones and hurricanes"
1;clean power accounts for more than one-third of global electricity supply in 2021, with wind and solar sources alone contributing one-tenth
1;launch of the James Webb Space Telescope (NASA, ESA, CSA, 2021) ? exploring the early Universe, star births and deaths and galactic evolution, analysing exoplanet atmospheres for signs of life
0;global cost-of-living crisis initiated by demand exceeding supply for resources, intensified by Russia invading Ukraine (24/2/2022), threatening worldwide food and energy security
0;human and natural populations are reaching limits to climate adaptation, from poles to equator (IPCC, 2022): diminishing opportunities to secure a liveable future for all by strengthening nature
0;time has almost run out for averting global climate catastrophe (IPCC, 2022): mitigation still cheaper than adaptation, by switching immediately and comprehensively to carbon-free energy and extracting atmospheric carbon
0;the number of people forcibly displaced reaches 100 million worldwide (UNHCR, 2022), of which c. 40 million refugees, asylum-seekers and stateless persons are displaced by conflict and violence
0;one-fifth of the global population depends directly on one or more of fifty thousand wild species for food or livelihood (IPBES, 2022): sustainable use must confront the globally accelerating loss of biodiversity
0;"fifty ways to value nature, in diverse opportunities for living from, with, in, and as nature (IPBES, 2022); a narrow focus of policy-makers on value to economic growth drives down biodiversity"
0;unprecedented successive years with declining global value of Human Development Index (UN-DP, 2022): climate change and Covid-19 impacting education, income, life expectancy
0;record-breaking heatwaves, heralding extreme droughts in China and western Europe, and flooding in Pakistan that displaces 33 million people
0;tumbling costs of green energy reach parity with fossil fuels by 2022 ? economic motivation for shifting faster to renewable energy, with net-zero CO? emissions feasible within 10-20 years
0;a spacecraft alters the course of an asteroid (NASA, 2022), demonstrating potential to save Earth from an asteroid hit
