year;Afghanistan;Albania;Algeria;Andorra;Angola;Anguilla;Antigua and Barbuda;Argentina;Armenia;Aruba;Australia;Austria;Azerbaijan;Bahamas;Bahrain;Bangladesh;Barbados;Belarus;Belgium;Belize;Benin;Bermuda;Bhutan;Bonaire, Saint Eustatius and Saba;Bosnia and Herzegovina;Botswana;Brazil;British Virgin Islands;Brunei Darussalam;Bulgaria;Burkina Faso;Burundi;Cambodia;Canada;Cape Verde;Central African Republic;Chad;Chile;China;Colombia;Comoros;Congo;Cook Islands;Costa Rica;Cote dIvoire;Croatia;Cuba;Curacao;Cyprus;Czech Republic;North Korea;Democratic Republic of the Congo;Denmark;Djibouti;Dominica;Dominican Republic;Ecuador;Egypt;El Salvador;Equatorial Guinea;Eritrea;Estonia;Ethiopia;Faeroe Islands;Micronesia (Federated States of);Fiji;Finland;France;French Guiana;French Polynesia;Gabon;Gambia;Georgia;Germany;Ghana;Greece;Greenland;Grenada;Guadeloupe;Guatemala;Guinea;Guinea-Bissau;Guyana;Haiti;Honduras;Hong Kong;Hungary;Iceland;India;Indonesia;Iraq;Ireland;Iran;Israel;Italy;Jamaica;Japan;Jordan;Kazakhstan;Kenya;Kiribati;Kosovo;Kuwait;Kyrgyzstan;Laos;Latvia;Lebanon;Lesotho;Liberia;Libya;Liechtenstein;Lithuania;Luxembourg;Macao;North Macedonia;Madagascar;Malawi;Malaysia;Maldives;Mali;Malta;Marshall Islands;Martinique;Mauritania;Mauritius;Mayotte;Mexico;Mongolia;Montenegro;Montserrat;Morocco;Mozambique;Myanmar;Namibia;Nauru;Nepal;Netherlands;New Caledonia;New Zealand;Nicaragua;Niger;Nigeria;Niue;Norway;Occupied Palestinian Territory;Oman;Pakistan;Palau;Panama;Papua New Guinea;Paraguay;Peru;Philippines;Bolivia;Poland;Portugal;Qatar;Cameroon;South Korea;Moldova;South Sudan;Sudan;Reunion;Romania;Russian Federation;Rwanda;Saint Helena;Saint Lucia;Sint Maarten (Dutch part);Samoa;Sao Tome and Principe;Saudi Arabia;Senegal;Serbia;Seychelles;Sierra Leone;Singapore;Slovakia;Slovenia;Solomon Islands;Somalia;South Africa;Spain;Sri Lanka;Saint Kitts and Nevis;Saint Pierre and Miquelon;Saint Vincent and the Grenadines;Suriname;Swaziland;Sweden;Switzerland;Syria;Taiwan;Tajikistan;Thailand;Timor-Leste;Togo;Tonga;Trinidad and Tobago;Tunisia;Turkey;Turkmenistan;Turks and Caicos Islands;Tuvalu;Uganda;Ukraine;United Arab Emirates;United Kingdom;Tanzania;USA;Uruguay;Uzbekistan;Vanuatu;Venezuela;Viet Nam;Wallis and Futuna Islands;Yemen;Zambia;Zimbabwe
1991;0.662490721;1.154;21.50841537;0.111;1.38211092;0.014;0.058;32.07034498;1.989162685;0.145;76.93000753;17.94164623;13.65556122;0.545;3.23595813;4.02346703;0.328056474;26.41387417;33.67314905;0.111;0.200118528;0.147;0.047885026;0.053739293;3.720884634;0.719;62.60753275;0.02;1.448;16.78965187;0.171;0.065;0.356;122.7344905;0.027;0.052;0.105;8.447027678;711.2707921;15.46235808;0.018;0.295522977;0.011;0.897356556;1.176;4.635968745;7.415448025;1.00713758;1.403160423;40.6365685;30.79122584;0.854968392;17.51874071;0.078;0.016;2.603244044;4.409709422;21.09602677;0.861003512;0.018;0;9.231256831;0.807443335;0.179;0;0.180775147;15.07380024;113.7746463;0.218281394;0.119;1.234089207;0.054;4.331192586;276.8080024;1.148823208;22.76231459;0.166403111;0.03;0.381392766;1.351292076;0.28;0.048;0.302;0.266413056;0.665554495;7.768305561;19.01097554;0.574795607;168.1017009;49.29616216;12.33227101;9.190364191;61.68419383;9.865845465;119.8400739;2.115445112;319.2390434;2.703032407;74.15251818;1.285196087;0.006;0;4.071079312;4.367390433;0.149;4.890667087;2.214834185;0.417;0.101223747;11.63205411;0.05631181;10.33023933;3.396053094;0.298;2.738814519;0.275712414;0.214493953;17.95445797;0.042;0.116237471;0.615553685;0;0.429366699;0.237;0.415;0.020388921;90.10184443;3.308126865;0.369825516;0.008;6.46511015;0.258949885;1.129207471;0.288;0.034;0.280106582;46.45942197;0.479972055;7.186891305;0.542118881;0.155237471;11.44355749;0.002;9.152565502;0.241;3.164526751;18.41624054;0;0.847295667;0.592;0.574084334;5.665364354;11.86459724;1.630024338;102.0272706;12.869017;4.743579565;0.728286129;75.23353215;8.087061116;0.110923606;1.219017414;0.446157575;38.26522413;653.9860709;0.128858203;0.002;0.051;0.120123126;0.026;0.013;78.75149987;0.922272404;10.53926533;0.047;0.159;12.073;14.54203193;3.81060938;0.043;0.193118736;88.99265453;65.7566197;1.129431125;0.029;0.028;0.023;0.552167596;0.238;15.76224266;12.59065743;11.51768971;36.45906114;2.665792674;26.4049897;0;0.286519074;0.026;4.631048804;4.193156549;43.11735934;8.929276373;0.008;0.002;0.212828943;172.635542;15.46763725;166.0563973;0.615520701;1380.439667;1.235719899;28.08971202;0.018;31.40070305;5.83393417;0;2.491096072;0.650057599;4.230770636
1992;0.376490721;0.681;21.80221215;0.111;1.409511066;0.015;0.057;33.08694978;1.600147046;0.147;78.1474217;16.44008078;15.33144113;0.51;2.967678574;4.197571958;0.265677567;24.25185057;33.43473912;0.097;0.215118528;0.126;0.055870836;0.044274625;4.101722876;0.758;63.75573144;0.023;1.422;15.65643924;0.172;0.059;0.368;126.5068334;0.029;0.053;0.111;8.727713974;745.3022891;16.78348253;0.019;0.351845909;0.011;1.021252269;1.049;4.468185453;5.620394722;0.829758565;1.505421079;39.46968937;26.74170567;0.766436418;15.93335647;0.082;0.016;2.843391924;5.99336122;21.81765387;0.905233858;0.018;0;6.647177632;0.801511066;0.177;0.028;0.202266073;14.81561208;110.9991724;0.220997579;0.113;1.341957612;0.054;4.169463836;263.6171566;0.999384439;23.19397124;0.162554585;0.032;0.384443705;1.615504538;0.289;0.049;0.284;0.242500648;0.73299586;8.984323482;16.94454101;0.615437488;179.0482607;55.56145114;16.07243031;9.141511571;61.93637892;11.48539794;119.9004416;2.103911324;321.8875721;3.270796647;67.48440088;1.474448959;0.007;0;8.091810678;3.02422386;0.161770477;3.87374036;2.654725271;0.433;0.105893628;10.10491817;0.056481461;5.786423865;3.332342909;0.295;2.998;0.267702213;0.214510798;19.91294105;0.063;0.126234071;0.631796491;0.021;0.473072943;0.247;0.466;0.021869552;90.82427347;3.000515284;0.404823653;0.008;6.751305601;0.283351107;1.321483344;0.314;0.033;0.336498048;46.40152622;0.429985993;7.716959094;0.647548398;0.144239403;12.62699692;0.002;9.403657205;0.25;3.245812735;19.65472723;0.054;1.122349072;0.598;0.704131823;5.727561002;13.18034801;1.80695212;99.54712236;13.91422623;7.309045045;0.740256203;81.88634396;5.725452456;0.099181693;1.088775115;0.483432204;35.5444998;534.3575674;0.130864313;0.002;0.058;0.098966809;0.027;0.013;86.29221773;0.934133836;11.68613078;0.047;0.087;12.948;13.33936843;3.786191676;0.044;0.185792589;82.25093417;68.18541397;1.393650629;0.03;0.026;0.023;0.554162677;0.227;15.6919092;12.55699308;11.61619608;38.80240175;1.994569659;28.92018147;0;0.281249006;0.019;5.213636562;4.064131353;44.73860525;8.73203638;0.009;0.002;0.217737692;160.7697191;15.7633886;161.8132734;0.594319919;1410.338659;1.403626766;30.29048217;0.017;28.81462451;5.85874968;0;2.694772125;0.661761133;4.561533198
1993;0.363825055;0.632;22.36462063;0.112;1.568883385;0.018;0.059;32.14451009;0.7027945;0.177;79.51001031;16.55588995;13.21127134;0.476;3.987059625;4.383978307;0.300366251;20.89384308;33.14377185;0.103;0.261366188;0.147;0.04696998;0.068345824;3.433563207;0.872;66.67740175;0.024;1.355;15.94594509;0.171;0.062;0.378;126.6357269;0.03;0.054;0.11;9.26674345;797.3938199;17.28651824;0.02;0.316714824;0.012;1.061924663;1.39;4.587330395;5.41014504;1.280881156;1.57184998;37.8368637;24.44911595;0.726618497;16.54629407;0.082;0.017;3.059157264;6.57437949;25.18503833;1.085042018;0.019;0;5.29576332;0.817036739;0.159;0.028;0.202817391;15.3788631;105.7288586;0.234575691;0.117;1.357722427;0.057;2.706249946;260.9530883;1.176174849;23.00665019;0.148938319;0.033;0.422481873;1.522319417;0.297;0.05;0.285;0.186735426;0.770613915;9.491769664;17.30055613;0.658094401;185.0207299;59.9787565;17.22975222;9.201848113;64.30319547;12.07273693;117.7960499;2.183667497;319.9616459;3.213505966;59.93264797;1.696146173;0.008;0;13.40868806;2.320489946;0.16578182;3.253686219;2.826120468;0.446;0.115892268;10.56450005;0.058687862;4.463358604;3.371927693;0.322;2.763;0.274692012;0.24016476;23.66775022;0.054;0.137230671;0.789062639;0.023;0.508452021;0.253;0.484;0.0245629;92.26725273;2.528008734;0.353062226;0.008;7.308648062;0.325230671;1.447333261;0.379;0.031;0.381368284;46.45361659;0.498974984;7.604455617;0.622925336;0.164258569;12.23093991;0.002;9.825327511;0.255;3.60937611;21.06324266;0.054;1.033009282;0.598;0.795333242;6.518765635;13.35393971;2.126543464;99.7384635;13.5088402;8.374588604;0.782150795;90.13926375;4.324730486;0.06836958;0.74954416;0.482660977;33.02899268;507.5544217;0.131808407;0.003;0.064;0.152773019;0.028;0.013;92.97009361;0.965804789;10.26836275;0.05;0.088;13.554;12.64541317;3.884744813;0.047;0.174788339;87.44303557;65.83214714;1.357923211;0.031;0.02;0.028;0.556157757;0.194;15.70312161;11.89981218;12.3421488;41.97407205;1.411188757;32.99971741;0;0.291705032;0.023;4.751963049;4.46304445;46.67335229;7.509933496;0.011;0.002;0.217646442;139.2465986;17.89453127;157.9244731;0.662127812;1437.59363;1.211577572;31.55492413;0.017;33.83360569;6.237173078;0;2.354100888;0.673036739;4.37953354
1994;0.34978232;0.522;23.5118656;0.111;1.054727246;0.018;0.059;33.35944385;0.740540976;0.18;81.90072631;16.65787043;11.44757196;0.483;4.026870839;4.786576157;0.20155624;17.05925581;34.0632521;0.102;0.299779164;0.145;0.055017442;0.065524625;0.874713908;0.827;69.32368996;0.027;1.28;15.39408975;0.176;0.064;0.404450578;130.5314057;0.031;0.057;0.111;10.23926747;846.0704272;18.228869;0.02;0.482688627;0.012;1.419172962;1.128;4.381216315;5.835785712;1.228008565;1.637731723;36.12727915;22.26537786;0.463486345;17.65525049;0.08;0.018;3.219553935;3.695294814;23.07746233;1.231624487;0.021;0.203011359;5.468456479;0.599672676;0.157;0.029;0.201406817;16.84253341;103.9158865;0.207786767;0.121;1.194031804;0.057;1.656071082;256.4996259;1.388895306;23.59229717;0.135293395;0.039;0.453816497;1.842569286;0.307;0.05;0.398;0.05;0.862917884;8.482339755;16.86313274;0.645384819;195.6651816;60.82290383;19.40207413;9.508093403;72.00336138;12.95703649;116.2109033;2.234882512;334.9544248;3.616148256;50.67077443;1.75269984;0.008;0;15.07253706;1.677697212;0.173107108;2.830242696;3.032430538;0.457;0.115334091;11.9411814;0.05488795;4.312539263;3.150234294;0.347;2.875;0.340454541;0.246525621;24.73553166;0.054;0.149670453;0.728636013;0.023;0.545599609;0.261;0.443;0.026770074;95.94109716;2.163498908;0.342972856;0.009;7.675709815;0.294658002;1.691034086;0.429;0.03;0.44198462;46.61241025;0.537986155;7.649433389;0.687216431;0.158229542;9.534586254;0.002;10.34525109;0.264;4.108644477;22.93075766;0.054;1.140081246;0.595;0.929117358;6.484413402;14.77141584;2.345472424;98.39271862;13.7217536;8.270835115;0.775419757;97.11641798;3.391638674;0.094018582;1.033016091;0.508631411;32.51679436;448.0393243;0.126125417;0.003;0.071;0.146466809;0.026;0.013;89.557588;1.047202576;9.914432215;0.055;0.095;16.399;11.93549101;3.992395185;0.05;0.171784088;92.41947089;69.23800027;1.483407511;0.033;0.019;0.033;0.557383405;0.294;16.37547866;11.64732072;12.60645955;43.98471616;0.642767013;36.38083387;0;0.274748751;0.025;4.646345522;4.305992812;45.69681039;9.127488595;0.012;0.002;0.193279738;114.4285755;19.81571557;156.8342921;0.563079511;1462.561148;1.100001125;29.47051801;0.017;35.35239305;7.14215649;0;2.451429651;0.653181787;4.747158973
1995;0.335825055;0.564;25.92287582;0.116;2.988238702;0.018;0.061;34.87032167;0.937003229;0.193;84.06729981;17.47031402;9.090979761;0.502;4.035610509;5.742825759;0.220151582;15.6954028;34.37273973;0.103;0.304990019;0.145;0.064482389;0.064842077;0.928500975;0.831;73.32914847;0.03;1.306;15.81613705;0.170335805;0.065;0.424532252;133.9932806;0.033;0.057;0.115;11.20965677;916.4598494;16.04131878;0.021;0.323674577;0.012;1.310253697;1.669069119;4.589642171;6.232293735;1.215216809;1.602689441;35.91717042;20.76478062;0.574130475;16.81284089;0.085;0.022;4.123082799;6.191659079;25.89803276;1.364180104;0.023;0.224559676;4.970783259;0.683939236;0.156;0.031;0.206063553;15.86789937;105.2690579;0.194179449;0.118;1.257108698;0.059;0.625077988;256.2686703;1.406551566;23.73883671;0.145775109;0.041;0.473232035;1.931918693;0.318;0.05;0.428;0.239;1.028007483;8.533584494;16.75526109;0.673335207;208.0022632;61.82930634;20.21924342;9.78498981;74.12171985;13.6095872;122.7691079;2.503658933;338.32419;3.604820646;48.68479965;2.021223602;0.008;0;14.89891113;1.231328649;0.183105885;2.492841813;3.34463447;0.466;0.115555968;12.46996291;0.055731435;4.118873908;2.49773852;0.336;2.903;0.35144774;0.247455898;31.09543231;0.068;0.162445516;0.671470773;0.024;0.551675389;0.277;0.499;0.029577002;90.50125819;2.155936135;0.362264258;0.009;7.84668938;0.302671611;1.88517425;0.442;0.029;0.630162437;47.02521009;0.563081817;7.682545902;0.75192624;0.153361612;9.120290441;0.002;10.50982533;0.258;4.290147335;22.82051279;0.054;0.996989622;0.562;1.0745494;6.732706156;16.36199946;2.67467886;99.03850728;14.88630495;8.542099889;0.874378819;104.7201554;3.112829094;0.09718307;1.065196377;0.563248998;33.9130222;440.2677787;0.124116099;0.003;0.075;0.144941113;0.031;0.013;71.62148545;0.936168298;10.47322495;0.054;0.063;11.066;12.05625333;4.187359236;0.052;0.160779838;98.70086271;72.99625763;1.586866112;0.035;0.019;0.035;0.562377502;0.29;16.21572709;11.84844962;11.24458225;46.08979258;0.667379052;42.44456918;0;0.320617085;0.026;4.49243447;4.243158946;49.37310246;9.261332676;0.013;0.003;0.252588699;106.4040979;19.10815583;154.6309934;0.664271333;1479.667703;1.243775018;28.01956386;0.018;36.26533657;7.83206793;0;2.825351443;0.584692376;4.10163532
1996;0.317936681;0.544;26.41546867;0.124;2.844976345;0.019;0.065;36.78004104;0.708362435;0.198;86.33521358;18.38300845;8.526831031;0.495;4.254906324;5.865943254;0.224484851;15.93248701;35.33842874;0.084;0.314091079;0.144;0.077421421;0.060655782;1.157069504;0.752;78.96042576;0.032;1.294024115;15.96639472;0.192330705;0.066;0.445227852;138.3732588;0.039;0.058;0.119;12.99430674;956.1227357;16.3130131;0.022;0.365551175;0.013;1.279033072;2.002;4.733626089;6.3681635;1.136760707;1.698258588;36.83257527;18.09266675;0.630756663;20.42898297;0.08;0.02;4.499004478;6.557020001;25.53729644;1.204828135;0.035;0.245218104;5.222293207;0.762606214;0.164;0.031;0.222279158;17.48267711;109.7499957;0.160044007;0.119;1.297539347;0.06;1.106389624;261.7771037;1.492535248;24.32642133;0.162866266;0.042;0.497914687;1.793428974;0.337;0.05;0.451;0.278;1.041729439;7.889882103;17.20107662;0.68847599;225.4144329;69.61448059;18.90917435;10.22612247;74.71858276;14.1746048;121.1870305;2.644001646;341.5750145;3.773312707;44.7436438;2.498618674;0.008;0;13.62271794;1.545894803;0.20466467;2.514049538;3.48056213;0.474;0.118665352;12.14913342;0.056211462;4.304979261;2.511355803;0.384;3.189;0.365871335;0.247103138;30.96122859;0.079;0.176332282;0.70372445;0.024;0.546181927;0.29;0.532;0.031754763;94.36848031;2.18977238;0.423852139;0.01;8.058003132;0.29798423;1.965785412;0.47;0.028;0.642134044;49.52316145;0.596046616;8.017825169;0.777086633;0.175219681;10.0405548;0.002;11.34606987;0.283;4.062162304;25.52919322;0.054;1.213639033;0.597;1.014956605;6.611451077;16.71808032;2.752751216;103.0467909;14.14779845;8.64311269;0.980862167;114.9270702;3.189707969;0.100264281;1.099231501;0.621123169;34.81761279;431.3252396;0.126648482;0.003;0.08;0.135583512;0.034;0.013;70.48984284;1.000040057;12.22988449;0.064;0.084;13.10396873;12.02013452;4.363285884;0.054;0.155;99.25571576;69.5641909;1.902450555;0.036;0.019;0.036;0.568371598;0.215;17.28983375;12.03567248;11.5508189;48.24754367;0.770687299;47.41504584;0;0.345297762;0.021;5.668131813;4.525348911;54.45467764;8.352820239;0.013;0.002;0.277863451;95.9085024;19.86215383;160.5315511;0.68960306;1531.272268;1.475208912;28.80622516;0.023;33.38930579;9.335823564;0;2.872907022;0.501636178;4.069023499
1997;0.295886176;0.418;23.74582599;0.127;2.005366899;0.019;0.07;37.56590175;0.892259222;0.207;89.2766251;18.35482991;8.133792493;0.439;4.718574978;6.311645215;0.242422549;16.08068722;33.83828617;0.106;0.326054273;0.143;0.102462705;0.063476981;2.283232704;0.764;83.77429039;0.032;1.346;15.24455525;0.219434139;0.068;0.4235434;142.2703183;0.04;0.059;0.123;15.12916048;958.0156349;17.60276419;0.023;0.52421707;0.013;1.341752834;1.913934538;5.06473748;6.771006917;1.189633298;1.722220095;35.67822333;17.3795484;0.511856686;17.86331752;0.09;0.022;4.712251542;4.969008595;29.34302382;1.4780935;0.083;0.220651209;5.088715235;0.813361821;0.161;0.033;0.213648563;17.11768927;107.797601;0.149108818;0.124;1.303170697;0.061;1.208041289;254.1823692;1.693450924;25.60614967;0.168562773;0.046;0.501547842;2.047450667;0.352;0.055;0.493;0.368;1.076635937;8.323411877;16.81864672;0.714664482;234.6304169;76.61949578;18.58063387;10.5906875;72.88365141;14.97426445;122.7494768;2.747867655;339.7328529;3.841172776;42.45946553;2.216027712;0.008;0;14.92103985;1.521470749;0.216268882;2.368929376;4.120822401;0.483;0.123775974;12.41981894;0.059597781;4.147475192;2.334596624;0.406;2.887;0.442990725;0.258510213;33.32002893;0.09;0.198325605;0.705837245;0.024;0.53851697;0.294;0.545;0.033272216;100.6126631;2.098364629;0.455730605;0.009;8.181653223;0.319387767;2.031905064;0.483;0.028;0.720827362;47.62390742;0.496034383;8.549736815;0.850017892;0.176325605;11.19235078;0.002;11.39028384;0.236;4.161537185;25.59720483;0.054;1.263665909;0.703;1.12662964;7.446831636;19.1216514;3.07205824;100.3024896;14.93208289;10.04074979;0.861729161;121.5027319;1.9927247;0.122748796;1.348260448;0.699948831;31.84141433;402.6638131;0.13169453;0.003;0.08;0.141889722;0.034;0.013;58.89942382;0.86855029;13.18861875;0.075;0.061;15.485;12.05554608;4.505061289;0.056;0.147;105.2018318;72.98583374;2.052481798;0.039;0.013;0.036;0.574365695;0.312;15.89825267;11.74594766;12.38481644;52.00382096;0.586813252;48.74286963;0;0.239897926;0.027;5.611243192;4.570750763;57.86178168;8.33964849;0.015;0.002;0.28983235;92.86099515;19.95110461;153.4752121;0.770840014;1551.982804;1.50482113;29.10195906;0.023;36.4308693;12.14979894;0;3.088404607;0.642494983;3.796938833
1998;0.28088349;0.476;29.09962075;0.134;1.983739215;0.021;0.074;38.06001528;0.927186589;0.22;92.43915913;18.25518166;8.642400141;0.543;5.012651602;6.331277408;0.300070795;15.66496332;35.53739872;0.101;0.304;0.142;0.100533225;0.003503747;2.879529716;0.912;86.6154476;0.033;1.408;14.5127951;0.234427339;0.068;0.535665911;144.3742096;0.043;0.06;0.126;15.49862445;917.1548671;17.78321179;0.025;0.097;0.013;1.428521147;1.797;5.188823815;6.630448025;0.065664347;1.803293073;34.20004618;16.03419773;0.451831585;16.70826038;0.105;0.021;4.854853737;6.089924306;33.15113828;1.56418896;0.072;0.159980756;4.617059959;0.859012603;0.17;0.033;0.207867051;16.2034944;112.8913475;0.176111865;0.123;1.352676235;0.066;1.348027238;252.0078305;1.704414058;26.9218066;0.162893832;0.048;0.606733781;2.357914028;0.372;0.047;0.499;0.337;1.292933041;10.62363089;16.69313004;0.719856467;239.5463098;58.94399582;19.67836176;11.11034071;83.37977162;15.28650863;126.0769331;2.645751891;328.8737668;3.890029328;40.98267322;2.700898647;0.008;0;14.07214685;1.6142311;0.22381772;2.266884914;4.445004079;0.492;0.132106835;12.50207961;0.062562098;4.375157786;2.094959194;0.425;3.431;0.466870073;0.251894577;31.17835699;0.082;0.255;0.694632666;0.025;0.480614961;0.292;0.592;0.032949962;105.992601;2.098108079;0.479688751;0.008;8.428263073;0.303464896;2.193251757;0.496;0.027;0.606803101;47.88836038;0.494;8.168825805;0.925961726;0.190341337;10.30184537;0.002;11.42767467;0.399;4.448907713;26.40303899;0.054;1.610457014;0.781;1.19648226;7.535170687;18.62787108;3.069393275;92.61639299;16.17566495;8.657680346;0.855905769;103.286425;1.758689381;0.106426703;1.169573365;0.721490545;28.40432784;398.0261544;0.131420063;0.003;0.088;0.007831906;0.039;0.013;56.56114996;0.909815792;13.86678513;0.079;0.066;12.94;11.99015726;4.376444213;0.059;0.14;102.9785314;75.3451861;2.111333593;0.041;0.015;0.044;0.574359792;0.317;16.02670802;12.17650481;13.57978231;54.62854803;0.681405824;43.16189774;0;0.352065229;0.024;5.390460453;4.860409065;57.87125593;8.740599676;0.016;0.003;0.329901015;89.67765762;22.02034009;154.912698;0.677111741;1564.15109;1.538962306;32.34140641;0.022;45.52508352;12.77059345;0;3.292724235;0.621849898;3.856751818
1999;0.220936681;0.812;25.01861674;0.14;2.491876286;0.022;0.077;40.19790687;0.832296587;0.221;94.59576077;17.91481455;7.797442221;0.555;4.909589326;6.843610218;0.317262901;14.98424419;34.03402319;0.095;0.399;0.14;0.101514876;0.026255353;2.820210377;0.862;89.31659389;0.033;1.038;12.65833608;0.249892422;0.069;0.517;148.3979254;0.05;0.063;0.13;16.61849782;914.39414;14.94575328;0.026;0.099;0.013;1.484106408;1.621045882;5.464779014;6.677703912;0.49205621;1.87607802;31.82705418;17.50543542;0.35957164;16.00313078;0.105;0.022;4.863879026;5.830899052;33.97821629;1.525070642;0.111;0.167973106;4.342711139;0.844507586;0.172;0.034;0.211459421;16.07312641;112.2463124;0.140501451;0.136;1.306875603;0.075;1.176577716;244.5071871;1.738660165;26.73536531;0.162252183;0.053;0.592549596;2.403336593;0.391;0.053;0.5;0.347;1.259084598;11.61272259;16.82961361;0.775214708;259.7566209;66.58027209;19.56370916;11.58283797;103.5757095;14.94433674;127.299352;2.717846118;338.8677654;3.893740503;34.11183582;2.737139379;0.008;0;14.6895889;1.268687139;0.230850852;2.106358514;4.484080879;0.498;0.106657702;12.29654037;0.061832792;3.679851204;2.218298349;0.414;3.184;0.496083619;0.251666017;29.55552402;0.115;0.265;0.717138148;0.024;0.51802274;0.299;0.662;0.040317808;106.5820011;2.056556769;0.3307473;0.01;8.729713098;0.318870907;2.43721352;0.454;0.025;0.87092876;46.38009391;0.561;8.607462794;0.98176113;0.186293898;10.80428364;0.002;11.63646288;0.373;5.61041801;27.12590752;0.054;1.534452478;0.667;1.194302129;7.962232673;18.60699483;2.926200331;89.93884432;18.26046728;8.394000378;0.817936439;112.1705597;1.278531187;0.115420509;1.26779731;0.792916883;24.0441824;405.6497005;0.137177822;0.003;0.091;0.058688437;0.037;0.013;61.67727681;0.983513457;9.559824371;0.083;0.053;13.428;11.7525326;4.204513968;0.059;0.134;102.3009874;81.7522558;2.324404205;0.044;0.015;0.045;0.579353888;0.338;15.24491662;12.13042067;14.12995897;56.7128821;0.687008371;45.02911765;0;0.505031114;0.03;6.131124735;4.945054354;56.71510992;10.26353956;0.018;0.001;0.342446634;81.38754375;21.1636907;153.1409811;0.67105771;1584.243701;1.823749462;33.22576365;0.023;47.09680084;12.79744359;0;3.745621024;0.485154037;4.292513457
2000;0.20678821;0.82;22.44023188;0.143;2.597179032;0.024;0.08;38.85326072;0.952894924;0.649;96.02063298;18.05097969;8.053034934;0.553;5.129389748;7.239249615;0.314299127;14.93074179;34.58521873;0.108;0.402;0.141;0.104496526;0.069665418;3.739683663;1.031;92.84470524;0.034;1.253;12.40875741;0.281034344;0.074;0.539;154.6267178;0.059;0.064;0.133;15.85576419;938.633245;15.35448637;0.028;0.154206869;0.013;1.472126958;1.764;5.365874729;7.034796635;1.305611884;1.943321595;34.69634901;18.87689347;0.243648042;14.8176144;0.1;0.028;5.183304238;5.611958803;38.30505198;1.547755318;0.168;0.164965455;4.226306521;0.94510223;0.188;0.035;0.227395168;15.56719374;110.7079415;0.137246973;0.156;1.274172123;0.075;1.228271941;245.5928101;1.665169715;28.11108785;0.182179301;0.052;0.580017641;2.665055157;0.407;0.04;0.477;0.446;1.34533518;10.99421027;15.92934238;0.800254218;267.1721589;74.97999128;19.57301672;12.34948379;100.7504316;16.24437238;128.4097031;2.814953495;345.0804153;4.148527355;40.68069788;2.835839487;0.009;0;14.57024154;1.256139361;0.262117869;1.932712457;4.221141921;0.505;0.114834384;12.96803033;0.059183729;3.241375663;2.377160847;0.445;3.274;0.509615728;0.236213577;34.44406362;0.123;0.291;0.69473846;0.027;0.535859919;0.304;0.734;0.044157722;108.0967151;2.043347298;0.415077345;0.007;9.060872323;0.36079273;2.741239087;0.438;0.023;0.828993053;46.6935089;0.606019031;8.826260571;1.015645036;0.189387283;21.51285861;0.002;11.50300218;0.453;5.877612449;28.77177074;0.057;1.563425397;0.727;0.984206332;8.216118845;19.74556241;2.358283997;86.70621389;17.93062768;9.282673855;0.913205665;120.2314859;0.975150655;0.125496903;1.379748121;0.868833009;25.20857594;401.5446203;0.140593527;0.003;0.095;0.155722698;0.039;0.013;80.88531175;1.064970558;12.26806566;0.086;0.09;13.208;11.23150583;4.105656982;0.061;0.131;103.2354956;84.98487599;2.765856657;0.047;0.015;0.04;0.598347985;0.33;14.93171478;11.90436431;13.77762328;61.94841703;0.609678391;46.0698668;0;0.363365721;0.026;6.602419362;5.368897556;62.71577545;10.22548958;0.019;0.002;0.371416431;77.87587372;30.50956699;154.908579;0.701916088;1640.422586;1.437777683;33.02238468;0.023;41.44921117;14.35615479;0;3.9507039;0.486930509;3.771343444
